,train,val,test
0,2460239-B2,2460404-B3,2460949-B3
1,2460242-B2,2460602-B,2460974-B2
2,2460399-B2,2460628-B2,2461677-B2
3,2460405-B2,2460960-B,2461755-B3
4,2460591-B2,2461671-B2,2462293-B3
5,2460641-B2,2461698-B,2462637-B2
6,2460643-B,2461836-B2,2462987-B2
7,2460753-B2,2462483-B,2463643-B
8,2460770-B2,2462885-B2,2464443-B
9,2461002-B2,2463351-B4,2464548-B
10,2461487-B2,2463656-B2,2464812-B3
11,2461672-B2,2464817-B,2465396-B2
12,2461700-B2,2465661-B2,2465643-B3
13,2461703-B3,2466152-B2,2465795-B4
14,2461718-B3,2466718-B,2465989-B2
15,2461857-B2,2466881-B2,2466159-B2
16,2461861-B2,2466891-B2,2466884-B2
17,2462123-B2,2466898-B2,2469007-B2
18,2462170-B4,2466899-B2,2469019-B2
19,2462290-B2,2468105-B2,2469072-B2
20,2462478-B2,2469005-B2,2469849-B2
21,2462598-B,2469023-B2,2469916-B2
22,2462614-B3,2469256-B2,2471452-B2
23,2462830-B2,2469505-B2,2471884-B2
24,2462830-B4,2469693-B,2471959-B2
25,2462840-B5,2469927-B2,2472481-B2
26,2462920-B3,2470405-B2,2473212-B4
27,2462921-B,2470657-B3,2473228-B2
28,2463126-B2,2472316-B7,2473608-B2
29,2463127-B3,2472509-B4,2473621-B3
30,2463135-B,2473218-B2,2474140-B3
31,2463187-B2,2473545-B2,2474150-B3
32,2463370-B2,2473549-B,2474638-B3
33,2463379-B4,2473623-B2,2475159-B
34,2463404-B2,2474337-B3,2476834-B3
35,2463647-B2,2474626-B2,2477577-B3
36,2463720-B7,2474704-B2,2477668-B3
37,2464404-B5,2474718-B4,2481696-B4
38,2464438-B5,2474901-B,2482055-B2
39,2464690-B2,2476358-B2,2482947-B2
40,2464879-B2,2476983-B,2482956-B
41,2464929-B,2477058-B2,2482964-B2
42,2464943-B2,2477274-B3,2482969-B
43,2465202-B3,2477473-B2,2483014-B4
44,2465243-B2,2477809-B3,2483055-B2
45,2465263-B2,2477941-B2,2483211-B2
46,2465339-B2,2482056-B9,2483220-B1
47,2465367-B3,2482886-B2,2483868-B4
48,2465397-B,2483363-B3,2484220-B3
49,2465568-B2,2483768-B4,2484312-B2
50,2465608-B2,2484004-B2,2484734-B4
51,2465625-B,2484209-B2,2484791-B3
52,2465636-B,2484463-B2,2485059-B2
53,2465639-B2,2484771-B3,2485322-B2
54,2465827-B5,2485275-B2,2485803-B2
55,2465843-B2,2485318-B2,2486100-B
56,2466264-B2,2485328-B2,2486191-B
57,2466285-B,2486687-B3,2486653-B2
58,2466580-B5,2486812-B2,2487376-B2
59,2466581-B1,2486813-B2,2487656-B4
60,2466581-B2,2486859-B2,2487664-B2
61,2466584-B,2487146-B2,2487935-B2
62,2466703-B4,2487246-B2,2488806-B2
63,2466866-B,2487274-B2,2488932-B4
64,2466893-B2,2487558-B2,25012170B4
65,2466923-B2,2487651-B,25012253B3
66,2468321-B2,2487896-B2,25012485B2
67,2468325-B,2488039-B2,25012919B8
68,2468417-B2,2488044-B2,25013062B3
69,2468419-B2,2488769-B2,25013465B2
70,2468419-B3,25013023B2,25014217B3
71,2468442-B2,25013352B2,25015070B2
72,2468450-B2,25014311B2,25015422B
73,2468673-B2,25014318B,25015425B2
74,2468698-B2,25015190B2,25015488B2
75,2468720-B2,25015204B2,25015495B3
76,2468796-B3,25015607B2,25015622B2
77,2468954-B2,25015625B2,25016785B2
78,2469004-B2,25015811B4,25017211B2
79,2469023-B4,25015863B2,25017218B3
80,2469024-B,25016801B2,25017355B1
81,2469029-B2,25016915B2,25017372B2
82,2469033-B2,25017227B2,25017716B2
83,2469047-B2,25017515B2,25017738B2
84,2469074-B2,25017538B4,25017948B3
85,2469110-B3,25018050B2,25018910B2
86,2469230-B,25018457B2,25019621B4
87,2469260-B3,25019102B4,25019806B2
88,2469496-B,25019107B,25020257B2
89,2469515-B2,25019352B2,25020717B2
90,2469569-B2,25019457B2,25021260B2
91,2469661-B,25019508B4,25021481B2
92,2469963-B2,25019790B2,25021662B2
93,2469965-B2,25020263B2,25021894B3
94,2469969-B2,25020282B2,25021973B2
95,2470260-B,25020291B2,25023573B
96,2470270-B2,25020760B3,25023590B3
97,2470647-B2,25021120B4,25023687B2
98,2471072-B2,25021893B2,25024142B2
99,2471237-B2,25021894B2,25024709B2
100,2471442-B3,25021901B2,25024983B2
101,2471595-B3,25022406B2,25025109B2
102,2471618-B3,25023869B4,25025240B
103,2471885-B2,25023934B2,25025570B2
104,2471887-B,25023977B2,25025575B2
105,2471921-B2,25024431B,25025788B2
106,2471957-B,25025102B2,25025953B2
107,2471963-B,25025245B2,25026075B2
108,2472453-B2,25025298B2,25026081B2
109,2472465-B2,25025509B2,25026254B2
110,2472471-B2,25025510B1,25026669B2
111,2472500-B2,25025602B2,25026798B2
112,2472505-B,25018584B,2490820B2
113,2472509-B6,2490526B3,2490820B3
114,2473218-B3,2490844B1,2490978B2
115,2473266-B,2490972B8,2491191B2
116,2473272-B3,2491131B2,25002328B2
117,2473366-B2,2491191B3,25002472B2
118,2473394-B2,2491560B2,25002504B2
119,2473534-B2,25001939B2,25002744B2
120,2473545-B3,25002238B,25002897B2
121,2473600-B3,25002663B5,25003038B2
122,2473738-B3,25002804B2,25009124B2
123,2474124-B2,25002898B2,25009148B4
124,2474188-B2,25009294B2,25009367B2
125,2474189-B7,25009578B4,25009529B2
126,2474291-B2,25009747B,25009756B2
127,2474500-B2,2460943-B3,2470055-B2
128,2474612-B2,2462609-B2,2476299-B2
129,2474631-B3,2462939-B,2482600-B2
130,2474721-B,2476693-B3,2484660-B2
131,2474739-B2,2482883-B2,2485276-B3
132,2475011-B2,2483073-B3,25013189B4
133,2475022-B,2484862-B3,25013977B2
134,2475126-B2,2487053-B2,25014627B2
135,2475184-B2,2487518-B,25015608B2
136,2475349-B2,2487567-B2,25015640B5
137,2476242-B2,25015191B2,25015886B2
138,2476250-B2,25015215B2,25016827B2
139,2476252-B2,25015421B3,25017739B2
140,2476295-B3,25015798B2,25019629B2
141,2476376-B2,25017341B3,25020377B2
142,2476391-B2,25017500B,25020714B4
143,2476681-B2,25017592B3,25021487B
144,2476750-B,25018478B2,25021558B2
145,2476856-B2,25019294B1,25022458B2
146,2476984-B2,25019339B3,25022584B3
147,2477039-B,25019675B2,25023174B2
148,2477053-B3,25019706B2,25023327B3
149,2477118-B3,25020232B,25023961B2
150,2477118-B4,25020799B3,25024433B2
151,2477189-B2,25023828B,25025951B
152,2477189-B3,25024765B2,25025954B3
153,2477285-B2,25024854B2,25026509B
154,2477299-B2,25025076B,25026752B
155,2477476-B2,25025097B,25026797B2
156,2477541-B2,25025616B,25027181B2
157,2477670-B2,25025975B2,25027181B4
158,2477695-B2,25027131B2,25027181B5
159,2477814-B5,2491552B,25027181B6
160,2477949-B2,25002379B2,2491579B
161,2477977-B3,25002510B2,25002382B
162,2478091-B4,,
163,2481703-B2,,
164,2481723-B2,,
165,2481750-B2,,
166,2482056-B4,,
167,2482461-B2,,
168,2482483-B2,,
169,2482607-B,,
170,2482896-B2,,
171,2482952-B2,,
172,2482957-B2,,
173,2482962-B2,,
174,2482992-B,,
175,2483215-B5,,
176,2483215-B6,,
177,2483846-B,,
178,2483862-B2,,
179,2483961-B3,,
180,2483973-B1,,
181,2483993-B2,,
182,2484228-B,,
183,2484301-B2,,
184,2484633-B2,,
185,2484727-B2,,
186,2484734-B5,,
187,2484743-B4,,
188,2484883-B2,,
189,2485259-B6,,
190,2485303-B2,,
191,2485517-B2,,
192,2485635-B2,,
193,2485805-B,,
194,2485969-B2,,
195,2486104-B1,,
196,2486104-B2,,
197,2486165-B2,,
198,2486197-B2,,
199,2486262-B4,,
200,2486653-B3,,
201,2486833-B2,,
202,2486845-B2,,
203,2487140-B2,,
204,2487143-B,,
205,2487237-B2,,
206,2487388-B2,,
207,2487941-B2,,
208,2488044-B3,,
209,2488050-B3,,
210,2488065-B3,,
211,2488320-B3,,
212,2488330-B2,,
213,2488344-B2,,
214,2488369-B2,,
215,2488475-B2,,
216,2488477-B2,,
217,2488767-B,,
218,2488916-B2,,
219,2489131-B3,,
220,2489137-B4,,
221,2489182-B2,,
222,2489203-B,,
223,2489331-B2,,
224,25012148B4,,
225,25012153B2,,
226,25012170B5,,
227,25012175B4,,
228,25012628B2,,
229,25012760B2,,
230,25012785B2,,
231,25012915B2,,
232,25012919B9,,
233,25013162B2,,
234,25013189B2,,
235,25013189B3,,
236,25013871B6,,
237,25013878B2,,
238,25014124B2,,
239,25014160B2,,
240,25014217B2,,
241,25014226B2,,
242,25014265B2,,
243,25014268B,,
244,25014684B,,
245,25015087B2,,
246,25015101B2,,
247,25015103B2,,
248,25015234B2,,
249,25015408B3,,
250,25015495B4,,
251,25015811B3,,
252,25015820B,,
253,25015870B3,,
254,25016077B2,,
255,25016088B2,,
256,25016772B2,,
257,25016829B2,,
258,25016903B4,,
259,25016905B4,,
260,25016926B2,,
261,25017089B2,,
262,25017220B2,,
263,25017242B2,,
264,25017320B2,,
265,25017322B2,,
266,25017338B3,,
267,25017341B4,,
268,25017354B5,,
269,25017383B2,,
270,25017518B2,,
271,25017539B2,,
272,25017539B3,,
273,25017589B6,,
274,25017711B,,
275,25017718B2,,
276,25017748B2,,
277,25017767B2,,
278,25017932B2,,
279,25018002B2,,
280,25018453B2,,
281,25018571B2,,
282,25019081B3,,
283,25019283B2,,
284,25019284B2,,
285,25019376B2,,
286,25019379B,,
287,25019384B2,,
288,25019468B2,,
289,25019621B2,,
290,25019716B2,,
291,25019773B3,,
292,25019776B2,,
293,25020573B3,,
294,25020714B2,,
295,25021164B2,,
296,25021171B2,,
297,25021197B2,,
298,25021291B2,,
299,25021419B1,,
300,25021474B,,
301,25021538B2,,
302,25021554B2,,
303,25021575B4,,
304,25021622B4,,
305,25021640B3,,
306,25021658B3,,
307,25021667B2,,
308,25021668B2,,
309,25021911B2,,
310,25021918B4,,
311,25022019B2,,
312,25022038B2,,
313,25022262B2,,
314,25022278B2,,
315,25022330B2,,
316,25022343B3,,
317,25022354B2,,
318,25023016B6,,
319,25023184B2,,
320,25023590B4,,
321,25023690B3,,
322,25023814B,,
323,25023869B3,,
324,25023930B2,,
325,25023936B2,,
326,25024243B2,,
327,25024302B4,,
328,25024310B3,,
329,25024688B2,,
330,25024698B4,,
331,25024732B2,,
332,25024855B3,,
333,25024878B3,,
334,25024982B2,,
335,25025083B2,,
336,25025096B2,,
337,25025251B,,
338,25025262B2,,
339,25025297B,,
340,25025506B,,
341,25025510B3,,
342,25025567B3,,
343,25025675B2,,
344,25025960B2,,
345,25026103B3,,
346,25026163B,,
347,25026180B2,,
348,25026291B2,,
349,25026740B2,,
350,25027122B2,,
351,25027135B3,,
352,25027167B2,,
353,25027290B2,,
354,25012148B3,,
355,25017073B2,,
356,25018592B,,
357,2490547B2,,
358,2490750B4,,
359,2490837B2,,
360,2490860B2,,
361,2490963B2,,
362,2490964B2,,
363,2491226B2,,
364,2491275B2,,
365,25001929B3,,
366,25001965B2,,
367,25001966B2,,
368,25002073B3,,
369,25002329B2,,
370,25002366B6,,
371,25002388B2,,
372,25002391B2,,
373,25002496B2,,
374,25002788B2,,
375,25002789B2,,
376,25002801B1,,
377,25002906B2,,
378,25002907B3,,
379,25009148B3,,
380,25009297B,,
381,25009539B3,,
382,25015064B,,
383,2460615-B4,,
384,2462468-B2,,
385,2463367-B2,,
386,2476286-B2,,
387,2476840-B8,,
388,2477051-B1,,
389,2477051-B2,,
390,2477926-B4,,
391,2482111-B2,,
392,2483850-B2,,
393,2484791-B2,,
394,2485164-B2,,
395,2485473-B2,,
396,2485536-B2,,
397,2485632-B,,
398,2486102-B2,,
399,2487043-B,,
400,2487057-B,,
401,2487063-B2,,
402,2488040-B,,
403,2488302-B2,,
404,2488335-B,,
405,2488773-B2,,
406,2488960-B2,,
407,2488987-B2,,
408,25012737B4,,
409,25013062B2,,
410,25013629B6,,
411,25014298B2,,
412,25014627B3,,
413,25015052B3,,
414,25015184B2,,
415,25015191B3,,
416,25015471B,,
417,25015496B,,
418,25015594B2,,
419,25015640B3,,
420,25015784B2,,
421,25015867B2,,
422,25016027B,,
423,25016031B2,,
424,25017213B,,
425,25017342B2,,
426,25017355B4,,
427,25017499B,,
428,25017730B2,,
429,25017770B2,,
430,25017923B,,
431,25017930B,,
432,25018956B3,,
433,25019094B8,,
434,25019273B,,
435,25019294B2,,
436,25019335B6,,
437,25019339B2,,
438,25019474B2,,
439,25019482B,,
440,25019503B,,
441,25019705B2,,
442,25020353B2,,
443,25020556B4,,
444,25020799B5,,
445,25021196B2,,
446,25021277B3,,
447,25021277B4,,
448,25021421B2,,
449,25021555B2,,
450,25021665B2,,
451,25021665B3,,
452,25021672B,,
453,25021735B5,,
454,25021890B4,,
455,25021890B6,,
456,25021922B2,,
457,25022013B,,
458,25022344B2,,
459,25022584B2,,
460,25022613B2,,
461,25023687B3,,
462,25023687B4,,
463,25023846B4,,
464,25023935B2,,
465,25023972B3,,
466,25024254B2,,
467,25024695B2,,
468,25024855B4,,
469,25024875B2,,
470,25024982B1,,
471,25025087B,,
472,25025092B3,,
473,25025291B,,
474,25025293B2,,
475,25025567B4,,
476,25025569B,,
477,25026103B2,,
478,25026144B2,,
479,25026144B3,,
480,25026285B2,,
481,25026294B3,,
482,25026499B3,,
483,25026782B3,,
484,25027181B3,,
485,25027193B,,
486,2490979B2,,
487,2490980B,,
488,25009557B,,
