,train,val,test
0,2460242-B2,2460239-B2,2460404-B3
1,2460399-B2,2460643-B,2460405-B2
2,2460628-B2,2460974-B2,2460591-B2
3,2460753-B2,2461487-B2,2460602-B
4,2460770-B2,2461671-B2,2460641-B2
5,2460949-B3,2461698-B,2461700-B2
6,2460960-B,2461755-B3,2462478-B2
7,2461002-B2,2462123-B2,2462483-B
8,2461672-B2,2462830-B4,2462598-B
9,2461677-B2,2462885-B2,2462614-B3
10,2461703-B3,2462921-B,2462830-B2
11,2461718-B3,2463187-B2,2463126-B2
12,2461836-B2,2463351-B4,2463379-B4
13,2461857-B2,2464929-B,2463720-B7
14,2461861-B2,2465243-B2,2464438-B5
15,2462170-B4,2465396-B2,2464548-B
16,2462290-B2,2465795-B4,2465339-B2
17,2462293-B3,2466866-B,2465639-B2
18,2462637-B2,2466891-B2,2465643-B3
19,2462840-B5,2468321-B2,2466159-B2
20,2462920-B3,2468419-B3,2466884-B2
21,2462987-B2,2468796-B3,2468698-B2
22,2463127-B3,2469033-B2,2468954-B2
23,2463135-B,2469230-B,2469004-B2
24,2463370-B2,2469515-B2,2469019-B2
25,2463404-B2,2470270-B2,2469023-B4
26,2463643-B,2471452-B2,2469047-B2
27,2463647-B2,2471618-B3,2469849-B2
28,2463656-B2,2471885-B2,2470657-B3
29,2464404-B5,2472500-B2,2471442-B3
30,2464443-B,2472509-B4,2471884-B2
31,2464690-B2,2473545-B2,2471963-B
32,2464812-B3,2474140-B3,2472453-B2
33,2464817-B,2474189-B7,2472509-B6
34,2464879-B2,2474626-B2,2473228-B2
35,2464943-B2,2476242-B2,2473272-B3
36,2465202-B3,2476376-B2,2473545-B3
37,2465263-B2,2476391-B2,2473738-B3
38,2465367-B3,2476750-B,2474150-B3
39,2465397-B,2476984-B2,2474188-B2
40,2465568-B2,2477039-B,2474638-B3
41,2465608-B2,2477274-B3,2474704-B2
42,2465625-B,2477577-B3,2474718-B4
43,2465636-B,2477670-B2,2475011-B2
44,2465661-B2,2481723-B2,2475349-B2
45,2465827-B5,2481750-B2,2476295-B3
46,2465843-B2,2482969-B,2476856-B2
47,2465989-B2,2483215-B6,2477541-B2
48,2466152-B2,2483846-B,2477668-B3
49,2466264-B2,2484209-B2,2482461-B2
50,2466285-B,2484463-B2,2482483-B2
51,2466580-B5,2484727-B2,2482607-B
52,2466581-B1,2484743-B4,2482952-B2
53,2466581-B2,2485259-B6,2482956-B
54,2466584-B,2485318-B2,2482957-B2
55,2466703-B4,2485969-B2,2483215-B5
56,2466718-B,2486104-B2,2483220-B1
57,2466881-B2,2486191-B,2483768-B4
