,train,val,test
0,2460242-B2,2460239-B2,2460628-B2
1,2460399-B2,2460770-B2,2461861-B2
2,2460404-B3,2460960-B,2462290-B2
3,2460405-B2,2461671-B2,2462483-B
4,2460591-B2,2461718-B3,2462921-B
5,2460602-B,2462170-B4,2463404-B2
6,2460641-B2,2462598-B,2464438-B5
7,2460643-B,2462920-B3,2464812-B3
8,2460753-B2,2463187-B2,2465636-B
9,2460949-B3,2463370-B2,2465643-B3
10,2460974-B2,2464548-B,2465661-B2
11,2461002-B2,2464690-B2,2465827-B5
12,2461487-B2,2464817-B,2466584-B
13,2461672-B2,2464943-B2,2466898-B2
14,2461677-B2,2465202-B3,2466899-B2
15,2461698-B,2465339-B2,2468105-B2
16,2461700-B2,2465843-B2,2468321-B2
17,2461703-B3,2466159-B2,2468417-B2
18,2461755-B3,2466580-B5,2468442-B2
19,2461836-B2,2466581-B2,2468673-B2
20,2461857-B2,2466703-B4,2468954-B2
21,2462123-B2,2466923-B2,2469007-B2
22,2462293-B3,2468419-B3,2469019-B2
23,2462478-B2,2468698-B2,2469047-B2
24,2462614-B3,2469023-B2,2469072-B2
25,2462637-B2,2469023-B4,2469074-B2
26,2462830-B2,2469505-B2,2469110-B3
27,2462830-B4,2469661-B,2469230-B
28,2462840-B5,2471072-B2,2469693-B
29,2462885-B2,2471959-B2,2469849-B2
30,2462987-B2,2471963-B,2469927-B2
31,2463126-B2,2472481-B2,2470647-B2
32,2463127-B3,2473218-B3,2470657-B3
33,2463135-B,2473545-B2,2471237-B2
34,2463351-B4,2473549-B,2471452-B2
35,2463379-B4,2473623-B2,2471595-B3
36,2463643-B,2474124-B2,2471885-B2
37,2463647-B2,2474721-B,2471921-B2
38,2463656-B2,2475159-B,2472316-B7
39,2463720-B7,2476358-B2,2472471-B2
40,2464404-B5,2476750-B,2472505-B
41,2464443-B,2477473-B2,2473272-B3
42,2464879-B2,2477814-B5,2473600-B3
43,2464929-B,2478091-B4,2473608-B2
44,2465243-B2,2482055-B2,2474189-B7
45,2465263-B2,2482607-B,2474337-B3
46,2465367-B3,2482896-B2,2474626-B2
47,2465396-B2,2482952-B2,2475022-B
48,2465397-B,2482962-B2,2476252-B2
49,2465568-B2,2483211-B2,2476391-B2
50,2465608-B2,2483768-B4,2476984-B2
51,2465625-B,2483846-B,2477118-B4
52,2465639-B2,2484463-B2,2477189-B3
53,2465795-B4,2484743-B4,2477274-B3
54,2465989-B2,2484771-B3,2477285-B2
55,2466152-B2,2484791-B3,2477476-B2
56,2466264-B2,2485328-B2,2477668-B3
57,2466285-B,2485803-B2,2481723-B2
58,2466581-B1,2485805-B,2481750-B2
59,2466718-B,2486100-B,2483215-B6
60,2466866-B,2486191-B,2483220-B1
61,2466881-B2,2486197-B2,2483363-B3
62,2466884-B2,2487143-B,2483973-B1
63,2466891-B2,2487376-B2,2484004-B2
64,2466893-B2,2487664-B2,2484220-B3
65,2468325-B,2487896-B2,2485322-B2
66,2468419-B2,2487935-B2,2486104-B1
67,2468450-B2,2488039-B2,2486653-B2
68,2468720-B2,2488050-B3,2486687-B3
69,2468796-B3,2488769-B2,2486812-B2
70,2469004-B2,2488916-B2,2487651-B
71,2469005-B2,2489131-B3,2487941-B2
72,2469024-B,2489182-B2,2488767-B
73,2469029-B2,25012485B2,2489203-B
74,2469033-B2,25013062B3,2489331-B2
75,2469256-B2,25013878B2,25012153B2
76,2469260-B3,25014124B2,25012170B4
77,2469496-B,25014217B3,25012253B3
78,2469515-B2,25014684B,25012919B9
79,2469569-B2,25015103B2,25013189B2
80,2469916-B2,25015408B3,25013352B2
81,2469963-B2,25015820B,25014318B
82,2469965-B2,25015863B2,25015204B2
83,2469969-B2,25016829B2,25015495B3
84,2470260-B,25016905B4,25015811B3
85,2470270-B2,25017242B2,25016772B2
86,2470405-B2,25017383B2,25016801B2
87,2471442-B3,25017539B2,25016926B2
88,2471618-B3,25017716B2,25017322B2
89,2471884-B2,25017718B2,25017515B2
90,2471887-B,25018050B2,25018453B2
91,2471957-B,25018457B2,25018910B2
92,2472453-B2,25018571B2,25019621B2
93,2472465-B2,25019379B,25019621B4
94,2472500-B2,25019384B2,25020573B3
95,2472509-B4,25019468B2,25020714B2
96,2472509-B6,25019508B4,25020760B3
97,2473212-B4,25020282B2,25021291B2
98,2473218-B2,25020717B2,25021419B1
99,2473228-B2,25021622B4,25021640B3
100,2473266-B,25021662B2,25022038B2
101,2473366-B2,25021668B2,25022262B2
102,2473394-B2,25021911B2,25023590B4
103,2473534-B2,25022019B2,25023814B
104,2473545-B3,25023687B2,25023869B3
105,2473621-B3,25024243B2,25023977B2
106,2473738-B3,25024310B3,25024142B2
107,2474140-B3,25025109B2,25024688B2
108,2474150-B3,25025245B2,25024698B4
109,2474188-B2,25025509B2,25024982B2
110,2474291-B2,25025570B2,25025298B2
111,2474500-B2,25025602B2,25025506B
112,2474612-B2,25025960B2,25025510B1
113,2474631-B3,25026291B2,25026669B2
114,2474638-B3,25026740B2,25027167B2
115,2474704-B2,25026798B2,25027290B2
116,2474718-B4,25027135B3,2490963B2
117,2474739-B2,25018592B,2490978B2
118,2474901-B,2490526B3,25002238B
119,2475011-B2,2490750B4,25002663B5
120,2475126-B2,2490837B2,25002801B1
121,2475184-B2,2490844B1,25002804B2
122,2475349-B2,2491131B2,25002906B2
123,2476242-B2,2491191B2,25003038B2
124,2476250-B2,2491275B2,25009367B2
