,train,val,test
0,2460399-B2,2460239-B2,2460242-B2
1,2460404-B3,2460628-B2,2460770-B2
2,2460405-B2,2460641-B2,2461002-B2
3,2460591-B2,2460753-B2,2461698-B
4,2460602-B,2460949-B3,2461703-B3
5,2460643-B,2461487-B2,2461755-B3
6,2460960-B,2461671-B2,2462290-B2
7,2460974-B2,2461672-B2,2462885-B2
8,2461677-B2,2461700-B2,2463370-B2
9,2461718-B3,2461836-B2,2463643-B
10,2461857-B2,2462614-B3,2463656-B2
11,2461861-B2,2462637-B2,2464548-B
12,2462123-B2,2462830-B4,2464690-B2
13,2462170-B4,2463126-B2,2468105-B2
14,2462293-B3,2463187-B2,2468417-B2
15,2462478-B2,2463351-B4,2468442-B2
16,2462483-B,2463720-B7,2468450-B2
17,2462598-B,2464812-B3,2468954-B2
18,2462830-B2,2464879-B2,2469019-B2
19,2462840-B5,2465339-B2,2469110-B3
20,2462920-B3,2465795-B4,2469256-B2
21,2462921-B,2465827-B5,2469661-B
22,2462987-B2,2465843-B2,2469693-B
23,2463127-B3,2466285-B,2469849-B2
24,2463135-B,2466703-B4,2471595-B3
25,2463379-B4,2466881-B2,2471887-B
26,2463404-B2,2466893-B2,2471921-B2
27,2463647-B2,2468325-B,2472453-B2
28,2464404-B5,2468720-B2,2472465-B2
29,2464438-B5,2468796-B3,2472505-B
30,2464443-B,2469963-B2,2472509-B4
31,2464817-B,2469965-B2,2473228-B2
32,2464929-B,2470260-B,2473545-B3
33,2464943-B2,2470647-B2,2473600-B3
34,2465202-B3,2471237-B2,2473608-B2
35,2465243-B2,2471885-B2,2474189-B7
36,2465263-B2,2472316-B7,2474612-B2
37,2465367-B3,2472471-B2,2474626-B2
38,2465396-B2,2472509-B6,2475184-B2
39,2465397-B,2473266-B,2476250-B2
40,2465568-B2,2473545-B2,2476252-B2
41,2465608-B2,2474140-B3,2476376-B2
42,2465625-B,2474337-B3,2476856-B2
43,2465636-B,2474638-B3,2477053-B3
44,2465639-B2,2474704-B2,2477189-B2
45,2465643-B3,2474718-B4,2477189-B3
46,2465661-B2,2475349-B2,2481696-B4
47,2465989-B2,2476681-B2,2482483-B2
48,2466152-B2,2476834-B3,2482607-B
49,2466159-B2,2477476-B2,2482952-B2
50,2466264-B2,2477668-B3,2482957-B2
51,2466580-B5,2477941-B2,2483014-B4
52,2466581-B1,2478091-B4,2483055-B2
53,2466581-B2,2481703-B2,2483768-B4
54,2466584-B,2482962-B2,2483862-B2
55,2466718-B,2483211-B2,2484209-B2
56,2466866-B,2483215-B5,2484727-B2
57,2466884-B2,2483961-B3,2484791-B3
58,2466891-B2,2484220-B3,2485259-B6
59,2466898-B2,2484228-B,2485303-B2
60,2466899-B2,2484301-B2,2485635-B2
61,2466923-B2,2484463-B2,2485969-B2
