,train,val,test
0,2460591-B2,2460239-B2,2460242-B2
1,2460602-B,2460753-B2,2460399-B2
2,2460641-B2,2461836-B2,2460404-B3
3,2460643-B,2461857-B2,2460405-B2
4,2460770-B2,2462123-B2,2460628-B2
5,2460960-B,2462290-B2,2460949-B3
6,2460974-B2,2462293-B3,2461002-B2
7,2461487-B2,2462598-B,2461755-B3
8,2461671-B2,2462614-B3,2462637-B2
9,2461672-B2,2463126-B2,2462830-B4
10,2461677-B2,2463351-B4,2462921-B
11,2461698-B,2464812-B3,2465636-B
12,2461700-B2,2464817-B,2465827-B5
13,2461703-B3,2464929-B,2468325-B
14,2461718-B3,2465608-B2,2468442-B2
15,2461861-B2,2465639-B2,2469023-B2
16,2462170-B4,2465643-B3,2469072-B2
17,2462478-B2,2465661-B2,2469074-B2
18,2462483-B,2465989-B2,2469256-B2
19,2462830-B2,2466581-B1,2471452-B2
20,2462840-B5,2466884-B2,2471595-B3
21,2462885-B2,2466893-B2,2471959-B2
22,2462920-B3,2468419-B3,2472465-B2
23,2462987-B2,2468954-B2,2472500-B2
24,2463127-B3,2469004-B2,2472505-B
25,2463135-B,2469110-B3,2473218-B2
26,2463187-B2,2469969-B2,2473366-B2
27,2463370-B2,2470647-B2,2474124-B2
28,2463379-B4,2471884-B2,2474140-B3
29,2463404-B2,2472316-B7,2474150-B3
30,2463643-B,2472453-B2,2474189-B7
31,2463647-B2,2472509-B4,2474291-B2
32,2463656-B2,2472509-B6,2474612-B2
33,2463720-B7,2473228-B2,2474721-B
34,2464404-B5,2473394-B2,2474739-B2
35,2464438-B5,2473534-B2,2475349-B2
36,2464443-B,2473608-B2,2476295-B3
37,2464548-B,2474718-B4,2476358-B2
38,2464690-B2,2475011-B2,2477053-B3
39,2464879-B2,2476242-B2,2477118-B3
40,2464943-B2,2476250-B2,2477189-B2
41,2465202-B3,2477189-B3,2477285-B2
42,2465243-B2,2477299-B2,2477809-B3
43,2465263-B2,2477670-B2,2477977-B3
44,2465339-B2,2478091-B4,2481696-B4
45,2465367-B3,2482056-B4,2482886-B2
46,2465396-B2,2482483-B2,2482947-B2
47,2465397-B,2482962-B2,2482969-B
48,2465568-B2,2482964-B2,2482992-B
49,2465625-B,2483215-B6,2483014-B4
50,2465795-B4,2483363-B3,2483868-B4
51,2465843-B2,2483768-B4,2483993-B2
52,2466152-B2,2484004-B2,2484743-B4
53,2466159-B2,2484791-B3,2484883-B2
54,2466264-B2,2485322-B2,2485318-B2
55,2466285-B,2485969-B2,2486104-B2
56,2466580-B5,2486100-B,2486197-B2
57,2466581-B2,2486104-B1,2486653-B2
58,2466584-B,2486165-B2,2486813-B2
59,2466703-B4,2486191-B,2487274-B2
60,2466718-B,2486687-B3,2487651-B
61,2466866-B,2486833-B2,2487664-B2
62,2466881-B2,2487656-B4,2488320-B3
63,2466891-B2,2487935-B2,2488475-B2
64,2466898-B2,2487941-B2,2488767-B
65,2466899-B2,2489131-B3,2488769-B2
66,2466923-B2,2489203-B,2488932-B4
67,2468105-B2,25012170B5,2489137-B4
68,2468321-B2,25012175B4,25012760B2
69,2468417-B2,25012915B2,25012785B2
70,2468419-B2,25013023B2,25012919B8
71,2468450-B2,25013062B3,25012919B9
72,2468673-B2,25013189B3,25013189B2
73,2468698-B2,25014226B2,25014217B3
74,2468720-B2,25015070B2,25014268B
75,2468796-B3,25015087B2,25014311B2
