,train,val,test
0,2460399-B2,2460239-B2,2460628-B2
1,2460404-B3,2460242-B2,2460643-B
2,2460405-B2,2461677-B2,2460753-B2
3,2460591-B2,2461703-B3,2461671-B2
4,2460602-B,2461755-B3,2461672-B2
5,2460641-B2,2461861-B2,2462614-B3
6,2460770-B2,2462170-B4,2462921-B
7,2460949-B3,2462830-B4,2463370-B2
8,2460960-B,2462987-B2,2464438-B5
9,2460974-B2,2463127-B3,2464548-B
10,2461002-B2,2463351-B4,2464879-B2
11,2461487-B2,2463404-B2,2464943-B2
12,2461698-B,2463720-B7,2465339-B2
13,2461700-B2,2464929-B,2465396-B2
14,2461718-B3,2465243-B2,2465608-B2
15,2461836-B2,2465397-B,2465625-B
16,2461857-B2,2465827-B5,2465989-B2
17,2462123-B2,2465843-B2,2466152-B2
18,2462290-B2,2466264-B2,2466159-B2
19,2462293-B3,2466584-B,2466580-B5
20,2462478-B2,2466891-B2,2466581-B1
21,2462483-B,2466899-B2,2466718-B
22,2462598-B,2468105-B2,2468321-B2
23,2462637-B2,2468419-B2,2468419-B3
24,2462830-B2,2468673-B2,2469024-B
25,2462840-B5,2468698-B2,2469047-B2
26,2462885-B2,2469023-B2,2469260-B3
27,2462920-B3,2469033-B2,2469515-B2
28,2463126-B2,2469505-B2,2469693-B
29,2463135-B,2469965-B2,2469849-B2
30,2463187-B2,2470270-B2,2469969-B2
31,2463379-B4,2471237-B2,2471442-B3
32,2463643-B,2472465-B2,2471884-B2
33,2463647-B2,2472505-B,2471885-B2
34,2463656-B2,2472509-B4,2471921-B2
35,2464404-B5,2472509-B6,2472453-B2
36,2464443-B,2473394-B2,2473212-B4
37,2464690-B2,2473623-B2,2473218-B3
38,2464812-B3,2474291-B2,2473228-B2
39,2464817-B,2474612-B2,2473366-B2
40,2465202-B3,2474631-B3,2473600-B3
41,2465263-B2,2474721-B,2473738-B3
42,2465367-B3,2475022-B,2474124-B2
43,2465568-B2,2476250-B2,2474500-B2
44,2465636-B,2477058-B2,2474704-B2
45,2465639-B2,2477577-B3,2474718-B4
46,2465643-B3,2477814-B5,2475126-B2
47,2465661-B2,2477977-B3,2476358-B2
48,2465795-B4,2482056-B4,2476834-B3
49,2466285-B,2482056-B9,2477039-B
50,2466581-B2,2482461-B2,2477299-B2
51,2466703-B4,2482962-B2,2477541-B2
52,2466866-B,2484220-B3,2481696-B4
53,2466881-B2,2484301-B2,2481750-B2
54,2466884-B2,2484312-B2,2482607-B
55,2466893-B2,2484734-B5,2482947-B2
56,2466898-B2,2484771-B3,2482957-B2
57,2466923-B2,2486104-B1,2482992-B
58,2468325-B,2486104-B2,2483055-B2
59,2468417-B2,2486197-B2,2483768-B4
60,2468442-B2,2486687-B3,2483993-B2
61,2468450-B2,2486833-B2,2484463-B2
62,2468720-B2,2486859-B2,2485635-B2
63,2468796-B3,2487237-B2,2485969-B2
64,2468954-B2,2487935-B2,2486165-B2
65,2469004-B2,2488039-B2,2486653-B2
66,2469005-B2,2488769-B2,2487140-B2
67,2469007-B2,2488916-B2,2487143-B
68,2469019-B2,2489331-B2,2487246-B2
69,2469023-B4,25012485B2,2487388-B2
70,2469029-B2,25012919B8,2487664-B2
71,2469072-B2,25013062B3,2488044-B3
72,2469074-B2,25013162B2,2488330-B2
73,2469110-B3,25013189B3,2488344-B2
74,2469230-B,25014226B2,2489137-B4
75,2469256-B2,25015070B2,25012170B5
76,2469496-B,25015101B2,25012915B2
77,2469569-B2,25015190B2,25012919B9
78,2469661-B,25015204B2,25013023B2
79,2469916-B2,25015495B4,25014217B2
80,2469927-B2,25016903B4,25014318B
81,2469963-B2,25017218B3,25015087B2
82,2470260-B,25017518B2,25015234B2
83,2470405-B2,25017539B2,25015622B2
84,2470647-B2,25017718B2,25015625B2
85,2470657-B3,25017738B2,25015811B3
86,2471072-B2,25018457B2,25015820B
87,2471452-B2,25018571B2,25015863B2
88,2471595-B3,25018910B2,25016829B2
89,2471618-B3,25019376B2,25016926B2
90,2471887-B,25019468B2,25017089B2
91,2471957-B,25019508B4,25017211B2
92,2471959-B2,25019716B2,25017355B1
93,2471963-B,25019790B2,25017383B2
94,2472316-B7,25020573B3,25017589B6
95,2472471-B2,25021197B2,25017748B2
96,2472481-B2,25021419B1,25017767B2
97,2472500-B2,25021893B2,25019107B
98,2473218-B2,25022278B2,25019283B2
99,2473266-B,25022330B2,25020291B2
100,2473272-B3,25023016B6,25020760B3
101,2473534-B2,25023690B3,25021171B2
102,2473545-B2,25023977B2,25021291B2
103,2473545-B3,25024142B2,25021481B2
104,2473549-B,25024431B,25021622B4
105,2473608-B2,25024855B3,25021662B2
106,2473621-B3,25024878B3,25022262B2
107,2474140-B3,25025102B2,25023573B
108,2474150-B3,25025297B,25023590B4
109,2474188-B2,25025567B3,25024243B2
110,2474189-B7,25025570B2,25024688B2
111,2474337-B3,25027122B2,25025083B2
112,2474626-B2,25027135B3,25025251B
113,2474638-B3,2490964B2,25025509B2
114,2474739-B2,2490972B8,25025602B2
115,2474901-B,2490978B2,25026798B2
116,2475011-B2,2491191B2,2490526B3
117,2475159-B,25002391B2,2490547B2
118,2475184-B2,25002496B2,2490820B2
119,2475349-B2,25002789B2,2490844B1
120,2476242-B2,25002801B1,2491131B2
121,2476252-B2,25002898B2,25002388B2
122,2476295-B3,25002907B3,25002663B5
123,2476376-B2,25009124B2,25002788B2
124,2476391-B2,25009148B4,25002804B2
125,2476681-B2,25009367B2,25009529B2
126,2476750-B,25009747B,25015064B
127,2476856-B2,2460943-B3,2462939-B
128,2476983-B,2484862-B3,2476299-B2
129,2476984-B2,2485164-B2,2482111-B2
130,2477053-B3,2487063-B2,2484791-B2
131,2477118-B3,2488987-B2,2485632-B
132,2477118-B4,25015052B3,2487043-B
133,2477189-B2,25015496B,2488040-B
134,2477189-B3,25015798B2,2488960-B2
135,2477274-B3,25016827B2,25013629B6
136,2477285-B2,25017355B4,25015191B3
137,2477473-B2,25018478B2,25015215B2
138,2477476-B2,25019094B8,25015608B2
139,2477668-B3,25020232B,25016027B
140,2477670-B2,25020353B2,25017341B3
141,2477695-B2,25020714B4,25017499B
142,2477809-B3,25020799B5,25017592B3
143,2477941-B2,25021487B,25017730B2
144,2477949-B2,25022458B2,25019273B
145,2478091-B4,25022584B3,25019629B2
146,2481703-B2,25023174B2,25021421B2
147,2481723-B2,25023687B3,25021890B6
148,2482055-B2,25024433B2,25022584B2
149,2482483-B2,25025087B,25023687B4
150,2482886-B2,25026499B3,25023972B3
151,2482896-B2,25027181B4,25025076B
152,2482952-B2,25027181B6,25025616B
153,2482956-B,25002510B2,25025975B2
154,2482964-B2,25027606B3,25026285B2
155,2482969-B,25028010B2a,25027718B2
156,2483014-B4,25028010B3,25027770B
157,2483211-B2,25028014B5,25028014B6
158,2483215-B5,25029179B,25028862B2
159,2483215-B6,25029565B5,25029425B2
160,2483220-B1,25030157B4,25029906B2
161,2483363-B3,25030630B,25030619B2
162,2483846-B,25030988B4,25031271B2
163,2483862-B2,25030998B2,25031385B4
164,2483868-B4,25031706B,25031411B3
165,2483961-B3,25033447B4,25031706B2
166,2483973-B1,25034940B8,25032146B2
167,2484004-B2,25035354B,25032179B3
168,2484209-B2,25036341B,25032360B2
169,2484228-B,25044694B,25032626B2
170,2484633-B2,25045450B2,25032789B2
171,2484727-B2,25045807B4,25033894B2
172,2484734-B4,25045829B2,25035354B2
173,2484743-B4,25047401B2,25035354B3
174,2484791-B3,25047835B3,25041732B
175,2484883-B2,25048256B2,25042830B2
176,2485059-B2,25050415B2,25045403B
177,2485259-B6,25050888B2,25045625B3
