,train,val,test
0,2460239-B2,2460242-B2,2460399-B2
1,2460602-B,2460405-B2,2460404-B3
2,2460628-B2,2460643-B,2460591-B2
3,2460641-B2,2460770-B2,2460753-B2
4,2460949-B3,2460974-B2,2461718-B3
5,2460960-B,2461487-B2,2461755-B3
6,2461002-B2,2461672-B2,2461836-B2
7,2461671-B2,2462290-B2,2462293-B3
8,2461677-B2,2462483-B,2462830-B2
9,2461698-B,2462830-B4,2462840-B5
10,2461700-B2,2463370-B2,2462920-B3
11,2461703-B3,2463379-B4,2462921-B
12,2461857-B2,2463720-B7,2464690-B2
13,2461861-B2,2464443-B,2464817-B
14,2462123-B2,2464812-B3,2465367-B3
15,2462170-B4,2465202-B3,2465639-B2
16,2462478-B2,2465625-B,2465795-B4
17,2462598-B,2465661-B2,2466152-B2
18,2462614-B3,2465843-B2,2466881-B2
19,2462637-B2,2466891-B2,2468105-B2
20,2462885-B2,2468325-B,2468321-B2
21,2462987-B2,2469005-B2,2469661-B
22,2463126-B2,2469007-B2,2469916-B2
23,2463127-B3,2469023-B2,2469965-B2
24,2463135-B,2469047-B2,2470405-B2
25,2463187-B2,2469074-B2,2471887-B
26,2463351-B4,2469230-B,2472500-B2
27,2463404-B2,2469256-B2,2472505-B
28,2463643-B,2469693-B,2472509-B6
29,2463647-B2,2469963-B2,2474500-B2
30,2463656-B2,2470270-B2,2474612-B2
31,2464404-B5,2470657-B3,2474631-B3
32,2464438-B5,2471442-B3,2474721-B
33,2464548-B,2471595-B3,2474901-B
34,2464879-B2,2471618-B3,2475184-B2
35,2464929-B,2471885-B2,2476750-B
36,2464943-B2,2471921-B2,2476984-B2
37,2465243-B2,2472316-B7,2477058-B2
38,2465263-B2,2472453-B2,2477118-B3
39,2465339-B2,2473266-B,2477118-B4
40,2465396-B2,2473366-B2,2477476-B2
41,2465397-B,2473600-B3,2477695-B2
42,2465568-B2,2473608-B2,2477814-B5
43,2465608-B2,2473738-B3,2481696-B4
44,2465636-B,2474140-B3,2481750-B2
45,2465643-B3,2474189-B7,2482056-B9
46,2465827-B5,2476391-B2,2482947-B2
47,2465989-B2,2477039-B,2482956-B
48,2466159-B2,2477053-B3,2482992-B
49,2466264-B2,2477189-B2,2483363-B3
50,2466285-B,2477668-B3,2483862-B2
51,2466580-B5,2478091-B4,2484209-B2
52,2466581-B1,2481703-B2,2484220-B3
53,2466581-B2,2482055-B2,2484228-B
54,2466584-B,2482607-B,2484301-B2
55,2466703-B4,2482886-B2,2484463-B2
56,2466718-B,2482957-B2,2484883-B2
57,2466866-B,2482964-B2,2485059-B2
58,2466884-B2,2483215-B6,2485635-B2
59,2466893-B2,2483768-B4,2485803-B2
60,2466898-B2,2485259-B6,2486197-B2
61,2466899-B2,2486100-B,2487143-B
62,2466923-B2,2486104-B2,2487651-B
63,2468417-B2,2486165-B2,2487664-B2
64,2468419-B2,2486262-B4,2487896-B2
65,2468419-B3,2486653-B3,2487941-B2
66,2468442-B2,2486859-B2,2488044-B2
67,2468450-B2,2487935-B2,2488477-B2
68,2468673-B2,2488044-B3,2488806-B2
69,2468698-B2,2488065-B3,2488916-B2
70,2468720-B2,2488344-B2,25012148B4
71,2468796-B3,2488369-B2,25012170B4
72,2468954-B2,2488475-B2,25012170B5
73,2469004-B2,2489131-B3,25012919B8
74,2469019-B2,2489182-B2,25014160B2
75,2469023-B4,25012628B2,25015811B4
76,2469024-B,25012919B9,25016077B2
77,2469029-B2,25013023B2,25016088B2
78,2469033-B2,25013189B3,25016785B2
79,2469072-B2,25013878B2,25016903B4
80,2469110-B3,25015408B3,25016905B4
81,2469260-B3,25015488B2,25016926B2
82,2469496-B,25015495B3,25017218B3
83,2469505-B2,25015625B2,25017220B2
84,2469515-B2,25016772B2,25017515B2
85,2469569-B2,25017227B2,25017539B3
86,2469849-B2,25017320B2,25017716B2
87,2469927-B2,25017341B4,25017718B2
88,2469969-B2,25017383B2,25019102B4
89,2470260-B,25018050B2,25019376B2
90,2470647-B2,25018453B2,25019468B2
91,2471072-B2,25018457B2,25019773B3
92,2471237-B2,25018571B2,25019806B2
93,2471452-B2,25018910B2,25020291B2
94,2471884-B2,25019284B2,25020717B2
95,2471957-B,25019352B2,25020760B3
96,2471959-B2,25019508B4,25021893B2
97,2471963-B,25019776B2,25021894B2
98,2472465-B2,25020282B2,25022343B3
99,2472471-B2,25021164B2,25023869B3
100,2472481-B2,25021419B1,25024142B2
101,2472509-B4,25021474B,25024698B4
102,2473212-B4,25021481B2,25024878B3
103,2473218-B2,25021538B2,25024982B2
104,2473218-B3,25021554B2,25025096B2
105,2473228-B2,25021667B2,25025102B2
106,2473272-B3,25021668B2,25025509B2
107,2473394-B2,25022330B2,25025567B3
108,2473534-B2,25023016B6,25025570B2
109,2473545-B2,25024431B,25025788B2
110,2473545-B3,25024709B2,25025953B2
111,2473549-B,25024732B2,25026075B2
112,2473621-B3,25024855B3,25026291B2
113,2473623-B2,25025083B2,25026669B2
114,2474124-B2,25025251B,25018584B
115,2474150-B3,25025297B,25018592B
116,2474188-B2,25025602B2,2490844B1
117,2474291-B2,25025675B2,2491191B2
118,2474337-B3,25026740B2,25001966B2
119,2474626-B2,25017073B2,25002366B6
120,2474638-B3,2490820B2,25002388B2
121,2474704-B2,25001965B2,25002496B2
122,2474718-B4,25002898B2,25002744B2
123,2474739-B2,25009148B4,25002801B1
124,2475011-B2,25009297B,25009294B2
125,2475022-B,25009539B3,25009367B2
126,2475126-B2,25009747B,25009529B2
127,2475159-B,2476693-B3,2460615-B4
128,2475349-B2,2477926-B4,2460943-B3
129,2476242-B2,2482111-B2,2462468-B2
130,2476250-B2,2485276-B3,2462939-B
131,2476252-B2,2487063-B2,2484791-B2
132,2476295-B3,2487518-B,2486102-B2
133,2476358-B2,25012737B4,2487043-B
134,2476376-B2,25015191B2,2488960-B2
135,2476681-B2,25015640B3,2488987-B2
136,2476834-B3,25015867B2,25013977B2
137,2476856-B2,25017500B,25014627B3
138,2476983-B,25017730B2,25015421B3
139,2477189-B3,25017930B,25016827B2
140,2477274-B3,25018478B2,25017341B3
141,2477285-B2,25019335B6,25017342B2
142,2477299-B2,25019675B2,25017499B
143,2477473-B2,25019705B2,25018956B3
144,2477541-B2,25020353B2,25019339B2
145,2477577-B3,25020799B5,25019339B3
146,2477670-B2,25021277B3,25020714B4
147,2477809-B3,25021487B,25021665B2
148,2477941-B2,25021735B5,25021672B
149,2477949-B2,25022584B3,25021922B2
150,2477977-B3,25022613B2,25023174B2
151,2481723-B2,25023687B3,25024982B1
152,2482056-B4,25023846B4,25025097B
153,2482461-B2,25023935B2,25027181B2
154,2482483-B2,25024254B2,25027181B4
155,2482896-B2,25025293B2,25027181B6
156,2482952-B2,25025569B,2491552B
157,2482962-B2,25025975B2,2491579B
158,2482969-B,25026285B2,25009557B
159,2483014-B4,25027193B,25027770B
160,2483055-B2,25027636B2,25028014B6
161,2483211-B2,25028010B2,25028134B
162,2483215-B5,25028186B2,25028151B3
163,2483220-B1,25028868B2,25028210B2
164,2483846-B,25029425B3,25028520B3
165,2483868-B4,25030630B,25029134B
166,2483961-B3,25031302B,25029565B5
167,2483973-B1,25031385B4,25030157B3
168,2483993-B2,25031387B2,25030157B4
169,2484004-B2,25032245B2,25030619B2
170,2484312-B2,25032360B2,25031281B2
171,2484633-B2,25033894B2,25031706B2
172,2484727-B2,25034940B9,25032788B4
173,2484734-B4,25035882B4,25033169B1
174,2484734-B5,25036340B1,25033486B
175,2484743-B4,25041732B,25034929B2
176,2484771-B3,25045676B4,25036634B2
177,2484791-B3,25045807B4,25043600B3
178,2485275-B2,25047088B,25045403B2
179,2485303-B2,25048669B2,25045450B2
180,2485318-B2,25050326B,25046521B3
181,2485322-B2,25050345B2,25047067B2
182,2485328-B2,25050830B2,25047835B3
183,2485517-B2,25052288B,25048256B2
184,2485805-B,25052316B,25050862B2
185,2485969-B2,25054130B2,25050984B2
186,2486104-B1,25055380B2,25051207B5
187,2486191-B,25057858B2,25054130B1
188,2486653-B2,25058118B3,25055857B2
189,2486687-B3,25058627B2,25058713B2
190,2486812-B2,25059470B2,25060539B2
191,2486813-B2,25063228B5,25063371B2
192,2486833-B2,25063642B2,25063700B
193,2486845-B2,,
194,2487140-B2,,
195,2487146-B2,,
196,2487237-B2,,
197,2487246-B2,,
198,2487274-B2,,
199,2487376-B2,,
200,2487388-B2,,
201,2487558-B2,,
202,2487656-B4,,
203,2488039-B2,,
204,2488050-B3,,
205,2488320-B3,,
206,2488330-B2,,
207,2488767-B,,
208,2488769-B2,,
209,2488932-B4,,
210,2489137-B4,,
211,2489203-B,,
212,2489331-B2,,
213,25012153B2,,
214,25012175B4,,
215,25012253B3,,
216,25012485B2,,
217,25012760B2,,
218,25012785B2,,
219,25012915B2,,
220,25013062B3,,
221,25013162B2,,
222,25013189B2,,
223,25013352B2,,
224,25013465B2,,
225,25013871B6,,
226,25014124B2,,
227,25014217B2,,
228,25014217B3,,
229,25014226B2,,
230,25014265B2,,
231,25014268B,,
232,25014311B2,,
233,25014318B,,
234,25014684B,,
235,25015070B2,,
236,25015087B2,,
237,25015101B2,,
238,25015103B2,,
239,25015190B2,,
240,25015204B2,,
241,25015234B2,,
242,25015422B,,
243,25015425B2,,
244,25015495B4,,
245,25015607B2,,
246,25015622B2,,
247,25015811B3,,
248,25015820B,,
249,25015863B2,,
250,25015870B3,,
251,25016801B2,,
252,25016829B2,,
253,25016915B2,,
254,25017089B2,,
255,25017211B2,,
256,25017242B2,,
257,25017322B2,,
258,25017338B3,,
259,25017354B5,,
260,25017355B1,,
261,25017372B2,,
262,25017518B2,,
263,25017538B4,,
264,25017539B2,,
265,25017589B6,,
266,25017711B,,
267,25017738B2,,
268,25017748B2,,
269,25017767B2,,
270,25017932B2,,
271,25017948B3,,
272,25018002B2,,
273,25019081B3,,
274,25019107B,,
275,25019283B2,,
276,25019379B,,
277,25019384B2,,
278,25019457B2,,
279,25019621B2,,
280,25019621B4,,
281,25019716B2,,
282,25019790B2,,
283,25020257B2,,
284,25020263B2,,
285,25020573B3,,
286,25020714B2,,
287,25021120B4,,
288,25021171B2,,
289,25021197B2,,
290,25021260B2,,
291,25021291B2,,
292,25021575B4,,
293,25021622B4,,
294,25021640B3,,
295,25021658B3,,
296,25021662B2,,
297,25021894B3,,
298,25021901B2,,
299,25021911B2,,
300,25021918B4,,
301,25021973B2,,
302,25022019B2,,
303,25022038B2,,
304,25022262B2,,
305,25022278B2,,
306,25022354B2,,
307,25022406B2,,
308,25023184B2,,
309,25023573B,,
310,25023590B3,,
311,25023590B4,,
312,25023687B2,,
313,25023690B3,,
314,25023814B,,
315,25023869B4,,
316,25023930B2,,
317,25023934B2,,
318,25023936B2,,
319,25023977B2,,
320,25024243B2,,
321,25024302B4,,
322,25024310B3,,
323,25024688B2,,
324,25024983B2,,
325,25025109B2,,
326,25025240B,,
327,25025245B2,,
328,25025262B2,,
329,25025298B2,,
330,25025506B,,
331,25025510B1,,
332,25025510B3,,
333,25025575B2,,
334,25025960B2,,
335,25026081B2,,
336,25026103B3,,
337,25026163B,,
338,25026180B2,,
339,25026254B2,,
340,25026798B2,,
341,25027122B2,,
342,25027135B3,,
343,25027167B2,,
344,25027290B2,,
345,25012148B3,,
346,2490526B3,,
347,2490547B2,,
348,2490750B4,,
349,2490820B3,,
350,2490837B2,,
351,2490860B2,,
352,2490963B2,,
353,2490964B2,,
354,2490972B8,,
355,2490978B2,,
356,2491131B2,,
357,2491191B3,,
358,2491226B2,,
359,2491275B2,,
360,2491560B2,,
361,25001929B3,,
362,25001939B2,,
363,25002073B3,,
364,25002238B,,
365,25002328B2,,
366,25002329B2,,
367,25002391B2,,
368,25002472B2,,
369,25002504B2,,
370,25002663B5,,
371,25002788B2,,
372,25002789B2,,
373,25002804B2,,
374,25002897B2,,
375,25002906B2,,
376,25002907B3,,
377,25003038B2,,
378,25009124B2,,
379,25009148B3,,
380,25009578B4,,
381,25009756B2,,
382,25015064B,,
383,2462609-B2,,
384,2463367-B2,,
385,2476286-B2,,
386,2476299-B2,,
387,2482883-B2,,
388,2483073-B3,,
389,2483850-B2,,
390,2484660-B2,,
391,2484862-B3,,
392,2485164-B2,,
393,2485473-B2,,
394,2485536-B2,,
395,2485632-B,,
396,2487053-B2,,
397,2487567-B2,,
398,2488040-B,,
399,2488302-B2,,
400,2488335-B,,
401,25013062B2,,
402,25013189B4,,
403,25013629B6,,
404,25014298B2,,
405,25015052B3,,
406,25015191B3,,
407,25015215B2,,
408,25015471B,,
409,25015496B,,
410,25015594B2,,
411,25015608B2,,
412,25015640B5,,
413,25015784B2,,
414,25015798B2,,
415,25016027B,,
416,25016031B2,,
417,25017355B4,,
418,25017592B3,,
419,25017739B2,,
420,25017923B,,
421,25019094B8,,
422,25019273B,,
423,25019294B1,,
424,25019294B2,,
425,25019474B2,,
426,25019503B,,
427,25019629B2,,
428,25020232B,,
429,25020556B4,,
430,25020799B3,,
431,25021196B2,,
432,25021277B4,,
433,25021421B2,,
434,25021555B2,,
435,25021558B2,,
436,25021665B3,,
437,25021890B4,,
438,25021890B6,,
439,25022013B,,
440,25022344B2,,
441,25022458B2,,
442,25022584B2,,
443,25023327B3,,
444,25023687B4,,
445,25023828B,,
446,25023961B2,,
447,25023972B3,,
448,25024433B2,,
449,25024695B2,,
450,25024765B2,,
451,25024855B4,,
452,25024875B2,,
453,25025076B,,
454,25025087B,,
455,25025291B,,
456,25025567B4,,
457,25025616B,,
458,25025951B,,
459,25025954B3,,
460,25026103B2,,
461,25026144B2,,
462,25026144B3,,
463,25026294B3,,
464,25026499B3,,
465,25026509B,,
466,25026752B,,
467,25026782B3,,
468,25026797B2,,
469,25027131B2,,
470,25027181B3,,
471,25027181B5,,
472,2490980B,,
473,25002379B2,,
474,25002510B2,,
475,25027606B3,,
476,25027718B2,,
477,25027723B4,,
478,25028010B2a,,
479,25028010B3,,
480,25028014B4,,
481,25028014B5,,
482,25028014B7,,
483,25028147B3,,
484,25028151B2,,
485,25028514B,,
486,25028738B2,,
487,25028862B2,,
488,25028879B3,,
489,25028885B2,,
490,25029179B,,
491,25029425B2,,
492,25029425B,,
493,25029560B2,,
494,25029737B2,,
495,25029906B2,,
496,25030118B2,,
497,25030334B2,,
498,25030750B2,,
499,25030988B4,,
500,25030998B2,,
501,25031267B2,,
502,25031271B2,,
503,25031411B3,,
504,25031706B,,
505,25032143B2,,
506,25032143B3,,
507,25032146B2,,
508,25032179B3,,
509,25032626B2,,
510,25032789B2,,
511,25033178B4,,
512,25033211B,,
513,25033447B4,,
514,25033482B2,,
515,25034245B2,,
516,25034327B2,,
517,25034940B8,,
518,25034940B10,,
519,25034940B11,,
520,25034940B12,,
521,25035354B,,
522,25035354B2,,
523,25035354B3,,
524,25035882B3,,
525,25036226B4,,
526,25036333B3,,
527,25036341B,,
528,25041763B,,
529,25042220B2,,
530,25042465B3,,
531,25042830B2,,
532,25043126B2,,
533,25044694B,,
534,25045403B,,
535,25045403B-1,,
536,25045450B5,,
537,25045625B3,,
538,25045625B1,,
539,25045625B2,,
540,25045801B2,,
541,25045801B1,,
542,25045829B2,,
543,25045839B,,
544,25046631B2,,
545,25046855B,,
546,25047066B,,
547,25047077B2,,
