,train,val,test
0,2460239-B2,2460753-B2,2460405-B2
1,2460242-B2,2461703-B3,2461718-B3
2,2460399-B2,2461755-B3,2461857-B2
3,2460404-B3,2462170-B4,2461861-B2
4,2460591-B2,2462483-B,2462123-B2
5,2460602-B,2462920-B3,2462290-B2
6,2460628-B2,2462921-B,2462478-B2
7,2460641-B2,2462987-B2,2462830-B4
8,2460643-B,2463379-B4,2463647-B2
9,2460770-B2,2463656-B2,2465243-B2
10,2460949-B3,2463720-B7,2465639-B2
11,2460960-B,2464690-B2,2466152-B2
12,2460974-B2,2465397-B,2466159-B2
13,2461002-B2,2465661-B2,2466881-B2
14,2461487-B2,2466703-B4,2466884-B2
15,2461671-B2,2466923-B2,2468450-B2
16,2461672-B2,2468796-B3,2468698-B2
17,2461677-B2,2469047-B2,2468720-B2
18,2461698-B,2469256-B2,2469230-B
19,2461700-B2,2469496-B,2469515-B2
20,2461836-B2,2471072-B2,2469661-B
21,2462293-B3,2471884-B2,2469927-B2
22,2462598-B,2472465-B2,2469963-B2
23,2462614-B3,2472481-B2,2470270-B2
24,2462637-B2,2473228-B2,2470647-B2
25,2462830-B2,2473266-B,2471442-B3
26,2462840-B5,2473600-B3,2471452-B2
27,2462885-B2,2473608-B2,2471921-B2
28,2463126-B2,2474612-B2,2472453-B2
29,2463127-B3,2476295-B3,2472509-B4
30,2463135-B,2476681-B2,2473394-B2
31,2463187-B2,2477189-B2,2473545-B3
32,2463351-B4,2477299-B2,2473621-B3
33,2463370-B2,2477473-B2,2474189-B7
34,2463404-B2,2477541-B2,2474704-B2
35,2463643-B,2477668-B3,2475126-B2
36,2464404-B5,2482947-B2,2475349-B2
37,2464438-B5,2482956-B,2476983-B
38,2464443-B,2482957-B2,2477058-B2
39,2464548-B,2483363-B3,2477118-B3
40,2464812-B3,2483868-B4,2477189-B3
41,2464817-B,2484727-B2,2477274-B3
42,2464879-B2,2484734-B4,2477476-B2
43,2464929-B,2484743-B4,2477577-B3
44,2464943-B2,2485303-B2,2484004-B2
45,2465202-B3,2485318-B2,2484734-B5
46,2465263-B2,2485328-B2,2484791-B3
47,2465339-B2,2486165-B2,2484883-B2
48,2465367-B3,2486197-B2,2485517-B2
49,2465396-B2,2486653-B2,2486262-B4
50,2465568-B2,2486812-B2,2486859-B2
51,2465608-B2,2486813-B2,2487246-B2
52,2465625-B,2486833-B2,2487388-B2
53,2465636-B,2486845-B2,2487896-B2
54,2465643-B3,2487146-B2,2487935-B2
55,2465795-B4,2487274-B2,2488039-B2
56,2465827-B5,2487376-B2,2488044-B2
57,2465843-B2,2488065-B3,2488767-B
58,2465989-B2,2488320-B3,2488806-B2
59,2466264-B2,2488475-B2,2489182-B2
60,2466285-B,2488916-B2,2489203-B
61,2466580-B5,2488932-B4,25012148B4
62,2466581-B1,2489131-B3,25012253B3
63,2466581-B2,2489137-B4,25012760B2
64,2466584-B,25012170B4,25013023B2
65,2466718-B,25012785B2,25013062B3
66,2466866-B,25012919B9,25013162B2
67,2466891-B2,25013189B2,25014160B2
68,2466893-B2,25013871B6,25014217B2
69,2466898-B2,25014311B2,25015103B2
70,2466899-B2,25015101B2,25015204B2
71,2468105-B2,25015190B2,25016785B2
72,2468321-B2,25015425B2,25016829B2
73,2468325-B,25015607B2,25016903B4
74,2468417-B2,25015820B,25017089B2
75,2468419-B2,25015863B2,25017211B2
76,2468419-B3,25016801B2,25017322B2
77,2468442-B2,25017242B2,25017338B3
78,2468673-B2,25017341B4,25017355B1
79,2468954-B2,25017354B5,25017539B2
80,2469004-B2,25017383B2,25017589B6
81,2469005-B2,25017515B2,25017767B2
82,2469007-B2,25017539B3,25017932B2
83,2469019-B2,25017716B2,25018910B2
84,2469023-B2,25017738B2,25019081B3
85,2469023-B4,25019376B2,25019102B4
86,2469024-B,25019621B4,25019107B
87,2469029-B2,25019716B2,25019457B2
88,2469033-B2,25019776B2,25019468B2
89,2469072-B2,25020573B3,25019773B3
90,2469074-B2,25021164B2,25020291B2
91,2469110-B3,25021538B2,25020717B2
92,2469260-B3,25021554B2,25021171B2
93,2469505-B2,25021658B3,25021622B4
94,2469569-B2,25021662B2,25021668B2
95,2469693-B,25021894B2,25021901B2
96,2469849-B2,25021911B2,25022019B2
97,2469916-B2,25021973B2,25022278B2
98,2469965-B2,25022038B2,25023016B6
99,2469969-B2,25022262B2,25023573B
100,2470260-B,25022330B2,25023869B4
101,2470405-B2,25023814B,25024982B2
102,2470657-B3,25023977B2,25025096B2
103,2471237-B2,25024243B2,25025109B2
104,2471595-B3,25024302B4,25025251B
105,2471618-B3,25024431B,25025262B2
106,2471885-B2,25024855B3,25025510B3
107,2471887-B,25024983B2,25025570B2
108,2471957-B,25025245B2,25025602B2
109,2471959-B2,25025567B3,25026254B2
110,2471963-B,25025575B2,25026291B2
111,2472316-B7,25025960B2,25026798B2
112,2472471-B2,25026103B3,25018592B
113,2472500-B2,25026180B2,2490820B2
114,2472505-B,25027135B3,2490844B1
115,2472509-B6,25012148B3,2490860B2
116,2473212-B4,25017073B2,2490972B8
117,2473218-B2,2491191B3,25002073B3
118,2473218-B3,2491226B2,25002366B6
119,2473272-B3,2491560B2,25002472B2
120,2473366-B2,25002328B2,25002496B2
121,2473534-B2,25002388B2,25002789B2
122,2473545-B2,25002744B2,25002804B2
123,2473549-B,25002906B2,25002898B2
124,2473623-B2,25003038B2,25009148B3
125,2473738-B3,25009747B,25009529B2
126,2474124-B2,25009756B2,25015064B
127,2474140-B3,2476286-B2,2460615-B4
128,2474150-B3,2482111-B2,2462939-B
129,2474188-B2,2483850-B2,2483073-B3
130,2474291-B2,2484660-B2,2485164-B2
131,2474337-B3,2485473-B2,2485536-B2
132,2474500-B2,2487053-B2,2485632-B
133,2474626-B2,2488302-B2,2487063-B2
134,2474631-B3,2488960-B2,2488040-B
135,2474638-B3,2488987-B2,25013629B6
136,2474718-B4,25013977B2,25014298B2
137,2474721-B,25015191B2,25014627B3
138,2474739-B2,25015594B2,25015496B
139,2474901-B,25015640B3,25015784B2
140,2475011-B2,25017355B4,25017341B3
141,2475022-B,25017739B2,25017930B
142,2475159-B,25019294B2,25018956B3
143,2475184-B2,25019339B3,25019503B
144,2476242-B2,25020799B3,25019675B2
145,2476250-B2,25021735B5,25020232B
146,2476252-B2,25023687B4,25021196B2
147,2476358-B2,25023972B3,25021277B3
148,2476376-B2,25025076B,25021665B2
149,2476391-B2,25025087B,25022584B3
150,2476750-B,25025954B3,25023828B
151,2476834-B3,25026144B2,25023935B2
152,2476856-B2,25026144B3,25024765B2
153,2476984-B2,25026285B2,25024982B1
154,2477039-B,25026782B3,25025616B
155,2477053-B3,25027181B2,25027131B2
156,2477118-B4,25027193B,25027181B3
157,2477285-B2,2491579B,25002379B2
158,2477670-B2,,
159,2477695-B2,,
160,2477809-B3,,
161,2477814-B5,,
162,2477941-B2,,
163,2477949-B2,,
164,2477977-B3,,
165,2478091-B4,,
166,2481696-B4,,
167,2481703-B2,,
168,2481723-B2,,
169,2481750-B2,,
170,2482055-B2,,
171,2482056-B4,,
172,2482056-B9,,
173,2482461-B2,,
174,2482483-B2,,
175,2482607-B,,
176,2482886-B2,,
177,2482896-B2,,
178,2482952-B2,,
179,2482962-B2,,
180,2482964-B2,,
181,2482969-B,,
182,2482992-B,,
183,2483014-B4,,
184,2483055-B2,,
185,2483211-B2,,
186,2483215-B5,,
187,2483215-B6,,
188,2483220-B1,,
189,2483768-B4,,
190,2483846-B,,
191,2483862-B2,,
192,2483961-B3,,
193,2483973-B1,,
194,2483993-B2,,
195,2484209-B2,,
196,2484220-B3,,
197,2484228-B,,
198,2484301-B2,,
199,2484312-B2,,
200,2484463-B2,,
201,2484633-B2,,
202,2484771-B3,,
203,2485059-B2,,
204,2485259-B6,,
205,2485275-B2,,
206,2485322-B2,,
207,2485635-B2,,
208,2485803-B2,,
